91179,3302,153,1285
2072539,90345,4722,15645
564123,33312,488,4152
29598,84,2,8
252320,12479,202,1635
150257,10184,137,1107
264903,11033,304,1231
168560,20643,81,2100
130228,1083,62,271
1681417,85016,1038,7196
274309,16266,266,1965
63686,2599,58,275
1228122,47166,4719,6048
89695,509,22,205
33577,1850,35,207
15300,860,6,52
145607,7767,86,766
274503,3106,129,613
34939,1803,14,318
1043993,58481,587,3393
197356,6356,142,357
54815,4499,129,640
46272,210,14,188
3635565,156317,6214,6770
694324,6563,509,369
50742,3328,15,249
78823,5922,48,345
289823,5729,82,310
516399,13503,467,1529
1774499,8057,2128,3396
230912,3601,89,1320
667703,3996,722,280
808962,17616,1060,5678
78873,807,84,647
15076956,485775,6885,20825
1622,0,0,0
1703223,15421,693,905
5292941,187245,17327,19816
170284,6342,67,503
362037,4853,365,1497
1013541,47911,633,2015
47999,396,157,150
354557,13162,508,1306
1361619,20381,1020,3113
583429,16338,246,2142
246424,4720,68,203
84550,2289,17,143
30048,1586,50,237
114203,270,62,8
111620,379,11,62
1849540,135168,5430,23408
180554,3458,113,459
6014,63,8,73
396083,12221,463,1772
723980,50162,1000,4923
38678096,1458937,28784,102238
3006,101,2,21
426248,17361,345,1613
80647,475,23,106
414089,20838,521,6595
67706,265,18,33
628024,49972,2011,4049
131734,860,871,536
25469,167,17,43
1256061,29934,2662,4152
472426,19479,394,2327
195079,3410,102,355
753656,10411,822,1235
775743,8659,208,969
243245,12305,204,1022
4230773,294499,11811,24462
4045505,156186,1996,7562
958504,17762,3218,0
1854629,46052,1412,10828
1102459,4117,993,2395
1984548,25975,2916,2345
111083,3738,109,739
3251331,79631,2984,6576
69958,1145,15,507
2315,14,2,7
105701,16596,32,1268
303575,16427,156,918
212719,19876,58,1732
823000,25570,758,2288
2473585,177014,1018,6290
324360,4975,3652,0
637361,20701,1048,2151
60016,696,29,147
197531,7176,117,291
220483,6752,853,1454
865377,19381,1208,0
671475,44185,596,341
60283,217,12,20
75664,2619,93,239
89514,538,37,103
80953,3767,53,376
547462,4645,1279,3682
337686,10121,65,618
188572,8765,204,493
342639,16582,218,2550
681308,24556,399,1815
455309,5288,321,516
605425,29993,301,470
1976278,32733,1435,2866
914602,75684,256,7438
72491,1806,26,133
60628,976,76,315
392014,21510,354,1567
3619251,47568,993,4017
612932,26114,210,1387
754452,74303,947,10379
1920241,20272,4006,7615
145342,1820,53,273
5853747,361416,22019,54666
960528,42543,773,3130
2587155,144158,1480,9933
1936912,42199,835,7351
168197,7101,210,241
8260919,84514,15178,2049
2888266,222480,3287,23533
161886,10258,338,1274
126204,5106,133,530
4257099,33616,6881,18323
846828,9316,650,1943
317578,2054,227,684
43486,397,15,170
667161,48052,1015,2956
73989,2933,234,617
195172,11516,399,1166
181052,6496,101,375
327108,10093,354,609
68893,5739,27,337
52740,2604,58,303
85461,4119,76,392
516978,14114,1718,2228
1493954,35531,1135,5316
11519,1504,27,282
1191937,39376,903,2643
982779,43482,616,3084
234703,16203,288,1406
1703542,31919,1348,5067
1546392,36722,1111,6460
2452799,104512,7805,7083
672570,41032,658,2014
443122,13782,439,1673
544680,25543,585,3016
1754958,79446,1038,6290
1985492,78513,1878,3926
943549,40803,672,3650
61718,2313,74,192
128860,5439,95,986
231936,21825,456,2173
1379048,55263,694,4383
69553,1472,19,213
117028,743,112,386
80713,3874,30,222
32362,451,7,38
197066,10700,184,1032
91778,3364,49,346
648233,28645,845,2352
12207070,411667,8567,21046
567552,12802,193,634
184640,5624,208,2395
406193,12576,213,471
20029,561,15,231
14179,139,31,78
896104,23663,911,3139
139757,299,63,210
98028,1993,102,836
3165318,10554,446,1616
971730,56421,597,4095
19416,1343,18,94
243032,12388,521,1334
1465456,75278,1188,4244
650836,19201,309,2088
772453,12351,774,1291
483559,20263,450,1883
223187,2176,2122,0
11902,159,4,42
236768,6535,495,647
13859,174,2,31
431406,10378,628,1025
8566,137,57,0
3012146,103676,1534,7761
490200,19610,386,3079
27424,430,15,363
971221,26433,748,1055
32163,64,68,228
1424598,54074,1848,4710
170521,9417,98,979
121547,4567,119,469
1791737,54656,9107,37482
30521,192,3,21
5287237,19796,2919,2275
554361,26838,262,3918
139502,311,5,222
39427,772,42,747
829736,3322,2391,999
999045,29142,616,6399
302662,12474,540,1384
431283,15079,351,1294
3101168,19954,773,6239
72611,139,12,79
5026861,110385,2363,12171
146716,400,458,1018
3666560,103510,5470,17971
88398,5540,68,1377
191453,4124,870,2821
143075,501,209,1727
518301,5845,290,413
422285,22594,249,3845
297912,5103,46,754
155529,6153,47,503
219942,17085,116,2668
574492,6854,128,1001
168294,1534,121,686
169567,10607,63,1109
4423,14,1,1
66561,2076,81,219
1003029,46851,816,5110
361668,19005,122,1128
44193,2398,48,504
379570,7277,88,336
17141,922,8,59
79278,2137,19,173
389343,16145,648,1686
64799,2682,92,511
49251,2667,117,547
176691,2678,76,0
1643721,196876,817,20294
37515,267,1,26
472673,6807,302,536
164418,8455,95,697
282517,13476,235,1461
301846,12304,332,1094
156890,10461,143,1203
1176315,24871,324,3580
178178,21441,87,2160
38815,1843,65,217
133633,1091,62,263
11479,114,3,18
294516,17027,285,1634
44064,2090,19,381
65950,2666,60,275
1738774,86544,1065,7331
1310057,49175,5122,5204
4480,10,1,1
11405,52,0,20
208351,6607,151,393
1079036,59445,604,3476
36422,1957,35,174
54597,203,4,52
3712190,157379,6294,6800
51566,3384,15,210
700959,6594,518,372
80831,6012,49,349
24469,214,5,8
79750,810,84,654
91901,521,22,182
1781035,8065,2134,3406
307070,5903,88,298
18744,1830,46,264
61930,4848,137,699
3922,164,1,12
528181,13681,471,1552
48324,212,14,192
682183,4031,727,306
829812,18104,1076,5788
17103567,510961,7471,21543
1652,0,0,0
5551822,191391,18105,20256
94145,2453,19,150
173097,6393,67,507
3375,110,2,24
48285,398,157,151
1429624,21306,1092,3202
368227,4926,373,1526
357451,13246,509,1302
259280,4836,69,205
640152,17172,263,2225
41959549,1502097,30036,104931
1020005,48113,635,1759
2278,40,1,3
193657,3562,120,520
1887621,136668,5483,23636
6069,64,9,67
402852,12353,468,1793
121465,410,12,78
198240,528,31,113
753796,51505,1018,5055
441996,17730,349,1624
485863,19840,397,2357
119431,274,62,8
68354,267,18,30
132372,863,877,495
812393,8917,216,1003
25668,167,17,43
51715,833,99,341
422907,21220,530,6711
4127885,157808,2031,7615
42486342,678389,13995,48429
642541,50546,2044,4125
3522790,83190,3130,6646
1266653,30128,2676,4163
4536443,298899,12046,24881
963827,17819,3230,0
226723,20366,59,1768
976036,27556,861,2401
615689,1204,435,1551
2165527,49772,4466,15358
716411,15802,982,6102
78516,6505,94,1016
75409,5368,81,894
320373,2498,144,0
4079439,198515,11430,21504
539931,40930,1249,3228
105776,3264,77,189
1680538,79873,810,20224
284569,11054,279,1279
5288444,537629,3059,59951
64237,358,139,910
1313821,96778,1555,9813
1132513,41112,269,1966
